,x,y,z,yaw,pitch,robot_x,robot_y,robot_z
2657,-27.38949760782809,52.25720448694877,0,2.05356,0,0.0,0.0,0.0
2659,-27.71713059768646,52.08416910569653,0,2.0598400000000003,0,0.0,0.0,0.0
2661,-28.04367047185401,51.90907961490036,0,2.06612,0,0.0,0.0,0.0
2663,-28.36910435216292,51.73194291978691,0,2.0724,0,0.0,0.0,0.0
2665,-28.69341940406382,51.55276600632107,0,2.07868,0,0.0,0.0,0.0
2667,-29.01660283713203,51.3715559409304,0,2.08496,0,0.0,0.0,0.0
2669,-29.338641905571883,51.18831987022646,0,2.09124,0,0.0,0.0,0.0
2671,-29.659523908719567,51.00306502072294,0,2.0975200000000003,0,0.0,0.0,0.0
2673,-29.979236191543823,50.81579869855072,0,2.1038,0,0.0,0.0,0.0
2675,-30.29776614514528,50.62652828916959,0,2.11008,0,0.0,0.0,0.0
2677,-30.615101207253428,50.43526125707717,0,2.11636,0,0.0,0.0,0.0
2679,-30.931228862722342,50.24200514551437,0,2.12264,0,0.0,0.0,0.0
2681,-14.828675017502936,23.75100834123226,0,2.1289200000000004,0,0.0,0.0,0.0
2683,-14.977537960825892,23.657416524887484,0,2.1352,0,0.0,0.0,0.0
2685,-15.125810215957058,23.5628917009532,0,2.14148,0,0.0,0.0,0.0
2687,-15.273485935295152,23.467437597324963,0,2.1477600000000003,0,0.0,0.0,0.0
2689,-14.319090773710546,21.70169669436557,0,2.15404,0,0.0,0.0,0.0
2691,-14.455094173044866,21.6113454566902,0,2.1603200000000005,0,0.0,0.0,0.0
2693,-14.59052748846674,21.52014190492936,0,2.1666,0,0.0,0.0,0.0
2695,-14.725385378720484,21.42808963599333,0,2.17288,0,0.0,0.0,0.0
2697,-14.859662525244138,21.33519228026443,0,2.17916,0,0.0,0.0,0.0
2699,-14.993353632379309,21.241453501453663,0,2.1854400000000003,0,0.0,0.0,0.0
2701,-15.126453427579944,21.14687699645636,0,2.19172,0,0.0,0.0,0.0
2703,-15.258956661620353,21.051466495206263,0,2.1980000000000004,0,0.0,0.0,0.0
2705,-15.390858108802137,20.95522576052856,0,2.20428,0,0.0,0.0,0.0
2707,-15.52215256716039,20.858158587991323,0,2.21056,0,0.0,0.0,0.0
2709,-15.652834858668742,20.760268805755977,0,2.21684,0,0.0,0.0,0.0
2711,-15.782899829443664,20.661560274426208,0,2.22312,0,0.0,0.0,0.0
2713,-15.912342349947648,20.562036886895772,0,2.2294,0,0.0,0.0,0.0
2715,-16.041157315191587,20.46170256819494,0,2.23568,0,0.0,0.0,0.0
2717,-16.169339644936052,20.360561275335687,0,2.24196,0,0.0,0.0,0.0
2719,-16.296884283891657,20.25861699715568,0,2.24824,0,0.0,0.0,0.0
2721,-16.423786201918457,20.15587375416092,0,2.2545200000000003,0,0.0,0.0,0.0
2723,-16.550040394224272,20.052335598367208,0,2.2608,0,0.0,0.0,0.0
2725,-16.67564188156215,19.948006613140333,0,2.26708,0,0.0,0.0,0.0
2727,-16.800585710426667,19.842890913035006,0,2.27336,0,0.0,0.0,0.0
2729,-16.924866953249325,19.73699264363264,0,2.27964,0,0.0,0.0,0.0
2731,-11.802794336718126,13.590218756338492,0,2.28592,0,0.0,0.0,0.0
2733,-11.88790760862315,13.515829707747868,0,2.2922,0,0.0,0.0,0.0
2735,-11.972552042013591,13.440907618210764,0,2.29848,0,0.0,0.0,0.0
2737,-12.05672429865941,13.365455442524798,0,2.30476,0,0.0,0.0,0.0
2739,-11.465953222343918,12.55117192548254,0,2.31104,0,0.0,0.0,0.0
2741,-11.54454796525722,12.478918714290728,0,2.31732,0,0.0,0.0,0.0
2743,-11.622687411166398,12.40617335612856,0,2.3236,0,0.0,0.0,0.0
2745,-11.700368478386864,12.332938719947126,0,2.32988,0,0.0,0.0,0.0
2747,-11.084788803116863,11.53808724140596,0,2.33616,0,0.0,0.0,0.0
2749,-11.157028932265783,11.468247704186732,0,2.3424400000000003,0,0.0,0.0,0.0
2751,-11.228829047490969,11.397955879113724,0,2.34872,0,0.0,0.0,0.0
2753,-11.300186317120083,11.327214538374916,0,2.355,0,0.0,0.0,0.0
2755,-11.371097926945833,11.256026471886438,0,2.3612800000000003,0,0.0,0.0,0.0
2757,-11.44156108033696,11.18439448718251,0,2.36756,0,0.0,0.0,0.0
2759,-10.7920996859518,10.417801321223164,0,2.3738400000000004,0,0.0,0.0,0.0
2761,-10.857310237342263,10.349821950647408,0,2.38012,0,0.0,0.0,0.0
2763,-10.922092595195942,10.281434400995124,0,2.3864000000000005,0,0.0,0.0,0.0
2765,-10.986444204608684,10.212641369352998,0,2.3926800000000004,0,0.0,0.0,0.0
2767,-11.050362527664316,10.143445568799208,0,2.39896,0,0.0,0.0,0.0
2769,-10.37292204063242,9.402259746410015,0,2.40524,0,0.0,0.0,0.0
2771,-10.431763298674031,9.336932819745329,0,2.4115200000000003,0,0.0,0.0,0.0
2773,-10.490193146014082,9.271237660599535,0,2.4178,0,0.0,0.0,0.0
2775,-10.548209278280453,9.205176859876088,0,2.42408,0,0.0,0.0,0.0
2777,-10.605809407417231,9.1387530228987,0,2.43036,0,0.0,0.0,0.0
2779,-10.66299126177496,9.071968769308612,0,2.43664,0,0.0,0.0,0.0
2781,-10.719752586200194,9.004826732961288,0,2.44292,0,0.0,0.0,0.0
2783,-10.776091142124482,8.937329561822496,0,2.4492000000000003,0,0.0,0.0,0.0
2785,-10.832004707652612,8.869479917863934,0,2.45548,0,0.0,0.0,0.0
2787,-10.1098131435324,8.172617585746902,0,2.46176,0,0.0,0.0,0.0
2789,-10.160937487843082,8.108967219575197,0,2.46804,0,0.0,0.0,0.0
2791,-10.211661102353762,8.044997049761744,0,2.47432,0,0.0,0.0,0.0
2793,-10.261981986612808,7.980709599179402,0,2.4806,0,0.0,0.0,0.0
2795,-10.311898156051589,7.916107403214022,0,2.48688,0,0.0,0.0,0.0
2797,-10.361407642062709,7.851193009664487,0,2.49316,0,0.0,0.0,0.0
2799,-10.410508492077676,7.7859689786421935,0,2.49944,0,0.0,0.0,0.0
2801,-9.654645018132824,7.126558045357031,0,2.50572,0,0.0,0.0,0.0
2803,-9.69920912723172,7.065786743613543,0,2.512,0,0.0,0.0,0.0
2805,-9.743390716298542,7.004736779461982,0,2.5182800000000003,0,0.0,0.0,0.0
2807,-9.787188042887824,6.943410560607344,0,2.52456,0,0.0,0.0,0.0
2809,-9.830599379708774,6.88181050564962,0,2.5308400000000004,0,0.0,0.0,0.0
2811,-9.873623014693337,6.819939043988448,0,2.53712,0,0.0,0.0,0.0
2813,-9.91625725106378,6.75779861572724,0,2.5434000000000005,0,0.0,0.0,0.0
2815,-9.958500407399544,6.695391671577035,0,2.54968,0,0.0,0.0,0.0
2817,-10.000350817703625,6.632720672759746,0,2.55596,0,0.0,0.0,0.0
2819,-10.041806831468207,6.569788090911183,0,2.56224,0,0.0,0.0,0.0
2821,-9.242627912594845,5.964380040651559,0,2.5685200000000004,0,0.0,0.0,0.0
2823,-9.279901716418475,5.906219106468484,0,2.5748,0,0.0,0.0,0.0
2825,-9.316809536969082,5.847825241219334,0,2.5810800000000005,0,0.0,0.0,0.0
2827,-9.35334991866604,5.789200747857167,0,2.58736,0,0.0,0.0,0.0
2829,-9.389521420419907,5.730347938430588,0,2.59364,0,0.0,0.0,0.0
2831,-9.425322615689216,5.671269133992618,0,2.59992,0,0.0,0.0,0.0
2833,-9.460752092536747,5.611966664509116,0,2.6062000000000003,0,0.0,0.0,0.0
2835,-9.495808453685209,5.552442868766912,0,2.61248,0,0.0,0.0,0.0
2837,-9.530490316572354,5.4927000942815525,0,2.6187600000000004,0,0.0,0.0,0.0
2839,-9.564796313405497,5.4327406972047365,0,2.6250400000000003,0,0.0,0.0,0.0
2841,-9.598725091215458,5.372567042231376,0,2.63132,0,0.0,0.0,0.0
2843,-8.756613919918113,4.829255911369403,0,2.6376,0,0.0,0.0,0.0
2845,-8.786768774842022,4.7741695086644365,0,2.64388,0,0.0,0.0,0.0
2847,-8.81657709480318,4.718894820971529,0,2.65016,0,0.0,0.0,0.0
2849,-8.846037704213007,4.663434028228756,0,2.65644,0,0.0,0.0,0.0
2851,-8.875149441196022,4.6077893177138565,0,2.66272,0,0.0,0.0,0.0
2853,-8.903911157635676,4.551962883957966,0,2.669,0,0.0,0.0,0.0
2855,-8.932321719219614,4.495956928659078,0,2.6752800000000003,0,0.0,0.0,0.0
2857,-8.960380005484424,4.439773660595204,0,2.68156,0,0.0,0.0,0.0
2859,-8.988084909859834,4.383415295537255,0,2.6878400000000005,0,0.0,0.0,0.0
2861,-9.015435339712324,4.326884056161678,0,2.69412,0,0.0,0.0,0.0
2863,-9.042430216388256,4.270182171962765,0,2.7004,0,0.0,0.0,0.0
2865,-9.06906847525638,4.213311879164766,0,2.70668,0,0.0,0.0,0.0
2867,-9.095349065749842,4.1562754206336585,0,2.7129600000000003,0,0.0,0.0,0.0
2869,-9.121270951407604,4.099075045788724,0,2.71924,0,0.0,0.0,0.0
2871,-9.146833109915336,4.041713010513802,0,2.7255200000000004,0,0.0,0.0,0.0
2873,-9.172034533145714,3.9841915770683634,0,2.7318,0,0.0,0.0,0.0
2875,-9.1968742271982,3.926513013998232,0,2.7380800000000005,0,0.0,0.0,0.0
2877,-9.22135121243822,3.8686795960461984,0,2.74436,0,0.0,0.0,0.0
2879,-9.245464523535814,3.810693604062216,0,2.75064,0,0.0,0.0,0.0
2881,-9.269213209503697,3.752557324913528,0,2.75692,0,0.0,0.0,0.0
2883,-9.292596333734773,3.694273051394424,0,2.7632000000000003,0,0.0,0.0,0.0
2885,-9.31561297403906,3.635843082135852,0,2.76948,0,0.0,0.0,0.0
2887,-9.338262222680086,3.577269721514718,0,2.7757600000000004,0,0.0,0.0,0.0
2889,-9.360543186410643,3.518555279563081,0,2.78204,0,0.0,0.0,0.0
2891,-9.382454986508078,3.4597020718769578,0,2.78832,0,0.0,0.0,0.0
2893,-9.403996758808878,3.4007124195250777,0,2.7946,0,0.0,0.0,0.0
2895,-9.425167653742813,3.341588648957292,0,2.8008800000000003,0,0.0,0.0,0.0
2897,-9.445966836366395,3.2823330919128595,0,2.80716,0,0.0,0.0,0.0
2899,-9.466393486395845,3.222948085328452,0,2.8134400000000004,0,0.0,0.0,0.0
2901,-9.486446798239408,3.1634359712460274,0,2.81972,0,0.0,0.0,0.0
2903,-9.506125981029156,3.1037990967204165,0,2.826,0,0.0,0.0,0.0
2905,-9.525430258652154,3.04403981372681,0,2.8322800000000004,0,0.0,0.0,0.0
2907,-9.544358869781082,2.984160479067972,0,2.83856,0,0.0,0.0,0.0
2909,-9.562911067904258,2.924163454281286,0,2.8448400000000005,0,0.0,0.0,0.0
2911,-9.58108612135507,2.864051105545649,0,2.85112,0,0.0,0.0,0.0
2913,-9.598883313340856,2.803825803588105,0,2.8574000000000006,0,0.0,0.0,0.0
2915,-9.616301941971134,2.7434899235904204,0,2.86368,0,0.0,0.0,0.0
2917,-9.63334132028533,2.683045845095327,0,2.86996,0,0.0,0.0,0.0
2919,-9.650000776279828,2.622495951912737,0,2.87624,0,0.0,0.0,0.0
2921,-9.666279652934502,2.5618426320257166,0,2.88252,0,0.0,0.0,0.0
2923,-9.68217730823861,2.501088277496288,0,2.8888000000000003,0,0.0,0.0,0.0
2925,-9.697693115216124,2.4402352843711195,0,2.89508,0,0.0,0.0,0.0
2927,-9.712826461950453,2.379286052587,0,2.9013600000000004,0,0.0,0.0,0.0
2929,-9.72757675160858,2.318242985876221,0,2.90764,0,0.0,0.0,0.0
2931,-9.741943402464583,2.257108491671752,0,2.91392,0,0.0,0.0,0.0
2933,-9.75592584792262,2.195884981012288,0,2.9202000000000004,0,0.0,0.0,0.0
2935,-9.769523536539207,2.1345748684472228,0,2.92648,0,0.0,0.0,0.0
2937,-9.782735932045034,2.073180571941331,0,2.93276,0,0.0,0.0,0.0
2939,-9.795562513366072,2.0117045127794912,0,2.93904,0,0.0,0.0,0.0
2941,-9.80800277464414,1.9501491154711383,0,2.94532,0,0.0,0.0,0.0
2943,-9.820056225256849,1.8885168076546837,0,2.9516,0,0.0,0.0,0.0
2945,-9.831722389836951,1.8268100200017383,0,2.9578800000000003,0,0.0,0.0,0.0
2947,-9.843000808291102,1.7650311861212875,0,2.96416,0,0.0,0.0,0.0
2949,-9.85389103581798,1.703182742463677,0,2.9704400000000004,0,0.0,0.0,0.0
2951,-9.864392642925845,1.6412671282245637,0,2.97672,0,0.0,0.0,0.0
2953,-9.874505215449478,1.579286785248665,0,2.983,0,0.0,0.0,0.0
2955,-9.884228354566511,1.5172441579335152,0,2.9892800000000004,0,0.0,0.0,0.0
2957,-1.978712335362631,0.291028338626606,0,2.99556,0,0.0,0.0,0.0
2959,-1.9805009628198649,0.2785963680121997,0,3.0018400000000005,0,0.0,0.0,0.0
2961,-1.982211482744629,0.2661534100389053,0,3.00812,0,0.0,0.0,0.0
2963,-1.9838438276769788,0.2536999554354595,0,3.0144000000000006,0,0.0,0.0,0.0
2965,-1.9853979332400509,0.2412364953445772,0,3.02068,0,0.0,0.0,0.0
2967,-1.9868737381426116,0.2287635213035641,0,3.02696,0,0.0,0.0,0.0
2969,-1.9882711841814669,0.2162815252249428,0,3.03324,0,0.0,0.0,0.0
2971,-1.9895902162437629,0.2037909993770513,0,3.03952,0,0.0,0.0,0.0
2973,-1.990830782309156,0.1912924363646236,0,3.0458000000000003,0,0.0,0.0,0.0
2975,-1.9919928334518664,0.1787863291093689,0,3.05208,0,0.0,0.0,0.0
2977,-1.993076323842608,0.1662731708305249,0,3.0583600000000004,0,0.0,0.0,0.0
2979,-1.994081210750392,0.1537534550254128,0,3.0646400000000003,0,0.0,0.0,0.0
2981,-1.9950074545442176,0.1412276754499698,0,3.07092,0,0.0,0.0,0.0
2983,-1.995855018694632,0.1286963260992739,0,3.0772000000000004,0,0.0,0.0,0.0
2985,-1.9966238697751704,0.1161599011880745,0,3.08348,0,0.0,0.0,0.0
2987,-1.9973139774636768,0.1036188951312816,0,3.0897600000000005,0,0.0,0.0,0.0
2989,-1.9979253145434968,0.0910738025244881,0,3.09604,0,0.0,0.0,0.0
2991,-1.9984578569045537,0.0785251181244449,0,3.10232,0,0.0,0.0,0.0
2993,-1.998911583544298,0.0659733368295602,0,3.1086,0,0.0,0.0,0.0
2995,-1.999286476568536,0.0534189536603803,0,3.11488,0,0.0,0.0,0.0
2997,-1.9995825211921343,0.0408624637400614,0,3.12116,0,0.0,0.0,0.0
2999,-1.9997997057396055,0.0283043622748499,0,3.12744,0,0.0,0.0,0.0
3001,-1.999938021645568,0.0157451445345468,0,3.1337199999999994,0,0.0,0.0,0.0
3003,-1.999997463455079,0.0031853058329736,0,3.14,0,0.0,0.0,0.0
3005,-1.9999780288238584,-0.0093746584915513,0,3.1462800000000004,0,0.0,0.0,0.0
3007,-1.999879718518374,-0.021934253095759,0,3.1525600000000003,0,0.0,0.0,0.0
3009,-1.999702536415814,-0.0344929826509634,0,3.1588400000000005,0,0.0,0.0,0.0
3011,-1.9994464895039343,-0.0470503518625898,0,3.16512,0,0.0,0.0,0.0
3013,-1.999111587880782,-0.0596058654897205,0,3.1714000000000007,0,0.0,0.0,0.0
3015,-1.998697844754298,-0.0721590283646087,0,3.17768,0,0.0,0.0,0.0
3017,-1.9982052764417952,-0.0847093454122284,0,3.183960000000001,0,0.0,0.0,0.0
3019,-1.9976339023693168,-0.0972563216697769,0,3.19024,0,0.0,0.0,0.0
3021,-1.9969837450708672,-0.1097994623062156,0,3.19652,0,0.0,0.0,0.0
3023,-1.9962548301875256,-0.1223382726417728,0,3.2028000000000003,0,0.0,0.0,0.0
3025,-1.995447186466435,-0.1348722581674542,0,3.20908,0,0.0,0.0,0.0
3027,-1.9945608457596664,-0.1474009245645506,0,3.21536,0,0.0,0.0,0.0
3029,-1.993595843022964,-0.1599237777241301,0,3.2216400000000003,0,0.0,0.0,0.0
3031,-1.9925522163143672,-0.1724403237665218,0,3.22792,0,0.0,0.0,0.0
3033,-1.991430006792708,-0.1849500690608005,0,3.2342000000000004,0,0.0,0.0,0.0
3035,-1.990229258715989,-0.1974525202442462,0,3.24048,0,0.0,0.0,0.0
3037,-1.9889500194396372,-0.209947184241813,0,3.2467600000000005,0,0.0,0.0,0.0
3039,-1.987592339414638,-0.2224335682855586,0,3.25304,0,0.0,0.0,0.0
3041,-1.9861562721855424,-0.2349111799340964,0,3.25932,0,0.0,0.0,0.0
3043,-1.9846418743883585,-0.2473795270920045,0,3.2656,0,0.0,0.0,0.0
3045,-1.983049205748316,-0.2598381180292347,0,3.27188,0,0.0,0.0,0.0
3047,-1.9813783290775109,-0.2722864614005106,0,3.27816,0,0.0,0.0,0.0
3049,-1.9796293102724296,-0.284724066264699,0,3.28444,0,0.0,0.0,0.0
3051,-1.9778022183113488,-0.2971504421041779,0,3.2907200000000003,0,0.0,0.0,0.0
3053,-1.9758971252516149,-0.3095650988441753,0,3.297,0,0.0,0.0,0.0
3055,-1.9739141062268035,-0.3219675468721037,0,3.3032800000000004,0,0.0,0.0,0.0
3057,-1.9718532394437545,-0.3343572970568627,0,3.3095600000000003,0,0.0,0.0,0.0
3059,-1.96971460617949,-0.3467338607681362,0,3.315840000000001,0,0.0,0.0,0.0
3061,-1.9674982907780063,-0.3590967498956563,0,3.3221200000000004,0,0.0,0.0,0.0
3063,-1.96520438064695,-0.3714454768684599,0,3.3284,0,0.0,0.0,0.0
3065,-2.9442494493812537,-0.5756693320111691,0,3.33468,0,0.0,0.0,0.0
3067,-2.940576211686217,-0.5941477453168843,0,3.3409600000000004,0,0.0,0.0,0.0
3069,-1.9578580018343053,-0.4084018176421116,0,3.34724,0,0.0,0.0,0.0
3071,-1.9552546480112152,-0.4206890317449923,0,3.35352,0,0.0,0.0,0.0
3073,-1.952574182326646,-0.4329596546000904,0,3.3598,0,0.0,0.0,0.0
3075,-1.949816710493528,-0.4452132022752657,0,3.36608,0,0.0,0.0,0.0
3077,-1.946982341261782,-0.45744919151179,0,3.37236,0,0.0,0.0,0.0
3079,-1.9440711864140268,-0.4696671397434131,0,3.3786400000000003,0,0.0,0.0,0.0
3081,-1.941083360761175,-0.4818665651153874,0,3.38492,0,0.0,0.0,0.0
3083,-2.9070284732068536,-0.7410704797552174,0,3.3912000000000004,0,0.0,0.0,0.0
3085,-1.9348781713980023,-0.5062079235329311,0,3.39748,0,0.0,0.0,0.0
3087,-1.9316610524096167,-0.5183488965974273,0,3.403760000000001,0,0.0,0.0,0.0
3089,-1.928367752050356,-0.5304694268779834,0,3.41004,0,0.0,0.0,0.0
3091,-1.924998400202288,-0.5425690363618542,0,3.4163200000000007,0,0.0,0.0,0.0
3093,-1.921553129746824,-0.554647247861364,0,3.4226,0,0.0,0.0,0.0
3095,-1.9180320765594705,-0.5667035850327455,0,3.42888,0,0.0,0.0,0.0
3097,-1.9144353795044748,-0.5787375723949134,0,3.43516,0,0.0,0.0,0.0
3099,-1.9107631804293488,-0.5907487353482187,0,3.44144,0,0.0,0.0,0.0
3101,-1.907015624159272,-0.60273660019317,0,3.44772,0,0.0,0.0,0.0
3103,-1.9031928584913824,-0.614700694149113,0,3.454,0,0.0,0.0,0.0
3105,-1.8992950341889452,-0.6266405453728737,0,3.46028,0,0.0,0.0,0.0
3107,-1.89532230497541,-0.6385556829773731,0,3.4665600000000003,0,0.0,0.0,0.0
3109,-1.891274827528345,-0.6504456370501907,0,3.47284,0,0.0,0.0,0.0
3111,-1.8871527614732608,-0.6623099386721045,0,3.4791200000000004,0,0.0,0.0,0.0
3113,-1.8829562693773123,-0.674148119935578,0,3.4854000000000003,0,0.0,0.0,0.0
3115,-1.8786855167428904,-0.6859597139632173,0,3.49168,0,0.0,0.0,0.0
3117,-1.874340672001091,-0.6977442549261869,0,3.4979600000000004,0,0.0,0.0,0.0
3119,-1.8699219065050767,-0.709501278062569,0,3.50424,0,0.0,0.0,0.0
3121,-1.8654293945233151,-0.7212303196957112,0,3.5105200000000005,0,0.0,0.0,0.0
3123,-1.86086331323271,-0.732930917252493,0,3.5168,0,0.0,0.0,0.0
3125,-1.856223842711608,-0.744602609281589,0,3.52308,0,0.0,0.0,0.0
3127,-1.851511165932704,-0.75624493547165,0,3.52936,0,0.0,0.0,0.0
3129,-1.8467254687558168,-0.7678574366694698,0,3.5356400000000003,0,0.0,0.0,0.0
3131,-1.8418669399205676,-0.7794396548980846,0,3.54192,0,0.0,0.0,0.0
3133,-1.8369357710389285,-0.7909911333748421,0,3.5482000000000005,0,0.0,0.0,0.0
3135,-1.8319321565876727,-0.8025114165294087,0,3.5544800000000003,0,0.0,0.0,0.0
3137,-1.8268562939006996,-0.8140000500217437,0,3.56076,0,0.0,0.0,0.0
3139,-1.821708383161254,-0.825456580760012,0,3.5670399999999995,0,0.0,0.0,0.0
3141,-1.8164886273940304,-0.8368805569184601,0,3.5733200000000003,0,0.0,0.0,0.0
3143,-1.81119723245717,-0.8482715279552224,0,3.5796,0,0.0,0.0,0.0
3145,-1.805834407034136,-0.8596290446301073,0,3.58588,0,0.0,0.0,0.0
3147,-1.8004003626254876,-0.8709526590222988,0,3.59216,0,0.0,0.0,0.0
3149,-1.7948953135405372,-0.8822419245480325,0,3.59844,0,0.0,0.0,0.0
3151,-1.7893194768889,-0.8934963959782005,0,3.60472,0,0.0,0.0,0.0
3153,-1.7836730725719283,-0.904715629455917,0,3.611,0,0.0,0.0,0.0
3155,-1.7779563232740434,-0.9158991825140173,0,3.61728,0,0.0,0.0,0.0
3157,-1.772169454453949,-0.9270466140925132,0,3.62356,0,0.0,0.0,0.0
3159,-1.7663126943357428,-0.9381574845559826,0,3.62984,0,0.0,0.0,0.0
3161,-1.7603862738999134,-0.9492313557109135,0,3.636120000000001,0,0.0,0.0,0.0
3163,-1.754390426874233,-0.96026779082298,0,3.6424,0,0.0,0.0,0.0
3165,-1.7483253897245372,-0.9712663546342708,0,3.6486800000000006,0,0.0,0.0,0.0
3167,-2.613287102468102,-1.4733399200706774,0,3.65496,0,0.0,0.0,0.0
3169,-2.60398305682606,-1.4897222022118113,0,3.66124,0,0.0,0.0,0.0
3171,-2.594576314596144,-1.5060457322859395,0,3.667520000000001,0,0.0,0.0,0.0
3173,-2.585067246764001,-1.5223098665212635,0,3.6738,0,0.0,0.0,0.0
3175,-2.5754562283508173,-1.5385139634884637,0,3.68008,0,0.0,0.0,0.0
3177,-2.565743638398536,-1.554657384125982,0,3.68636,0,0.0,0.0,0.0
3179,-2.555929859954907,-1.570739491765229,0,3.69264,0,0.0,0.0,0.0
3181,-2.546015280058376,-1.5867596521556973,0,3.69892,0,0.0,0.0,0.0
3183,-3.3813337196304367,-2.136956311319957,0,3.7052,0,0.0,0.0,0.0
3185,-2.525885283922157,-1.618611606428634,0,3.71148,0,0.0,0.0,0.0
3187,-2.5156706615747,-1.634442144125118,0,3.71776,0,0.0,0.0,0.0
3189,-2.5053568255274934,-1.6502082222503929,0,3.72404,0,0.0,0.0,0.0
3191,-3.3265922433871866,-2.221212292023481,0,3.73032,0,0.0,0.0,0.0
3193,-2.4844331432700235,-1.68154451520661,0,3.7366,0,0.0,0.0,0.0
3195,-2.473824122253597,-1.6971134941883577,0,3.74288,0,0.0,0.0,0.0
3197,-2.463117537892557,-1.7126155419492457,0,3.74916,0,0.0,0.0,0.0
3199,-2.4523138124360666,-1.7280500471153273,0,3.75544,0,0.0,0.0,0.0
3201,-2.4414133719643742,-1.7434164009764117,0,3.76172,0,0.0,0.0,0.0
3203,-3.2405555284959964,-2.3449519966801096,0,3.768,0,0.0,0.0,0.0
3205,-3.225765425801032,-2.3652563112074523,0,3.77428,0,0.0,0.0,0.0
3207,-3.2108481044970074,-2.385467344116866,0,3.78056,0,0.0,0.0,0.0
3209,-3.1958041528972747,-2.4055842983201674,0,3.78684,0,0.0,0.0,0.0
3211,-3.180634164309264,-2.425606380439479,0,3.79312,0,0.0,0.0,0.0
3213,-3.1653387370110857,-2.4455328008385138,0,3.7994,0,0.0,0.0,0.0
3215,-3.149918474227939,-2.4653627736537134,0,3.80568,0,0.0,0.0,0.0
3217,-3.134373984108316,-2.485095516825251,0,3.811960000000001,0,0.0,0.0,0.0
3219,-3.118705879700024,-2.5047302521278616,0,3.81824,0,0.0,0.0,0.0
3221,-3.102914778925994,-2.524266205201553,0,3.8245200000000006,0,0.0,0.0,0.0
3223,-3.0870013045599367,-2.5437026055821166,0,3.8308,0,0.0,0.0,0.0
3225,-6.909673689453936,-5.766837045145982,0,3.8370800000000007,0,0.0,0.0,0.0
3227,-7.637024375631985,-6.455684215170603,0,3.84336,0,0.0,0.0,0.0
3229,-7.596332349727336,-6.503517112492744,0,3.84964,0,0.0,0.0,0.0
3231,-7.555340737613545,-6.551093522348557,0,3.85592,0,0.0,0.0,0.0
3233,-7.514051155928898,-6.598411568406717,0,3.8622,0,0.0,0.0,0.0
3235,-7.472465233063078,-6.645469384525336,0,3.86848,0,0.0,0.0,0.0
3237,-7.430584609092961,-6.692265114825533,0,3.87476,0,0.0,0.0,0.0
3239,-7.388410935717918,-6.738796913764644,0,3.88104,0,0.0,0.0,0.0
3241,-7.345945876194669,-6.785062946209013,0,3.88732,0,0.0,0.0,0.0
3243,-7.303191105271736,-6.831061387506323,0,3.8936,0,0.0,0.0,0.0
3245,-7.260148309123312,-6.876790423557628,0,3.899880000000001,0,0.0,0.0,0.0
3247,-7.216819185282851,-6.922248250888822,0,3.90616,0,0.0,0.0,0.0
3249,-7.173205442576042,-6.967433076721832,0,3.91244,0,0.0,0.0,0.0
3251,-7.842239681158806,-7.713577430949806,0,3.91872,0,0.0,0.0,0.0
3253,-7.793644091115004,-7.76267426735324,0,3.925,0,0.0,0.0,0.0
3255,-7.744741133228249,-7.811464957310018,0,3.931280000000001,0,0.0,0.0,0.0
3257,-7.695532736146634,-7.8599475765997,0,3.93756,0,0.0,0.0,0.0
3259,-7.64602084056421,-7.908120213151654,0,3.94384,0,0.0,0.0,0.0
3261,-7.596207399144514,-7.955980967120404,0,3.95012,0,0.0,0.0,0.0
3263,-7.54609437644351,-8.003527950960605,0,3.9564,0,0.0,0.0,0.0
3265,-7.495683748832143,-8.050759289501439,0,3.96268,0,0.0,0.0,0.0
3267,-7.444977504418369,-8.097673120020616,0,3.968960000000001,0,0.0,0.0,0.0
3269,-7.393977642968773,-8.1442675923178,0,3.97524,0,0.0,0.0,0.0
3271,-7.342686175829673,-8.190540868787593,0,3.9815200000000006,0,0.0,0.0,0.0
3273,-7.291105125847828,-8.236491124492002,0,3.9878,0,0.0,0.0,0.0
3275,-7.239236527290617,-8.282116547232434,0,3.9940800000000007,0,0.0,0.0,0.0
3277,-7.840453555380961,-9.08445309558666,0,4.00036,0,0.0,0.0,0.0
3279,-7.783248957972162,-9.13351168271138,0,4.00664,0,0.0,0.0,0.0
3281,-7.725737402686489,-9.182210059932794,0,4.01292,0,0.0,0.0,0.0
3283,-7.667921157680217,-9.230546306671132,0,4.0192,0,0.0,0.0,0.0
3285,-7.6098025031260335,-9.278518516628436,0,4.02548,0,0.0,0.0,0.0
3287,-7.551383731123156,-9.326124797863717,0,4.03176,0,0.0,0.0,0.0
3289,-7.492667145606916,-9.373363272867577,0,4.0380400000000005,0,0.0,0.0,0.0
3291,-7.433655062257893,-9.42023207863626,0,4.04432,0,0.0,0.0,0.0
3293,-7.98887895911146,-10.255623480640567,0,4.050599999999999,0,0.0,0.0,0.0
3295,-7.924316533208393,-10.305591078706748,0,4.0568800000000005,0,0.0,0.0,0.0
3297,-7.859441585967295,-10.355152242085476,0,4.06316,0,0.0,0.0,0.0
3299,-7.794256675943848,-10.404305016170218,0,4.06944,0,0.0,0.0,0.0
3301,-7.72876437391818,-10.453047462460558,0,4.07572,0,0.0,0.0,0.0
